#time,accel_x,accel_y,accel_z
14068.278143,-1628.453072,2516.700203,-75230.577904
14068.281514,-4441.235652,5033.400406,-73698.386908
14068.284886,-4145.153275,10214.842000,-69101.813920
14068.288258,-444.123565,4145.153275,-71706.538613
14068.291630,-3404.947333,3701.029710,-77222.426198
14068.295002,-4589.276840,7994.224174,-74311.263306
14068.298373,296.082377,3404.947333,-79673.931792
14068.301745,-6513.812290,4589.276840,-80286.808190
14068.305117,-7254.018232,7550.100608,-74004.825107
14068.308489,1036.288319,6661.853478,-74158.044206
14068.311860,-1776.494261,2220.617826,-79367.493593
14068.315232,-7846.182985,8142.265362,-75077.358804
14068.318604,2960.823768,6069.688724,-76303.111601
14068.321976,-3849.070898,3404.947333,-78141.740796
14068.325348,-8142.265362,6809.894666,-75537.016103
14068.328719,1480.411884,5181.441594,-74924.139704
14068.332091,-2812.782580,5921.647536,-77222.426198
14068.335463,-6809.894666,5921.647536,-77069.207099
14068.338835,-1332.370696,6365.771101,-74464.482406
14068.342206,-2960.823768,7994.224174,-74004.825107
14068.345578,-5033.400406,6661.853478,-75843.454302
14068.348950,-2368.659014,3701.029710,-78601.398095
14068.352322,-2664.741391,5773.606348,-76609.549800
14068.355337,-740.205942,7846.182985,-72166.195912
14068.358352,-1480.411884,3997.112087,-76762.768900
14068.361367,-2812.782580,6217.729913,-76456.330700
14068.364382,740.205942,8734.430116,-77988.521696
14068.367396,888.247130,1776.494261,-79367.493593
14068.370411,-5921.647536,8142.265362,-67722.842023
14068.373426,1924.535449,10066.800811,-64505.240932
14068.376441,296.082377,592.164754,-79061.055394
14068.379456,-7698.141797,3404.947333,-78141.740796
14068.382471,-740.205942,6513.812290,-73391.948708
14068.385486,1036.288319,4293.194464,-71859.757712
14068.388501,-7105.977043,7105.977043,-72472.634111
14068.391516,-1776.494261,7846.182985,-73391.948708
14068.394531,888.247130,4737.318029,-79980.369991
14068.397546,-5329.482782,3849.070898,-77835.302597
14068.400561,-5477.523971,7698.141797,-71553.319513
14068.403576,2812.782580,6217.729913,-74004.825107
14068.406591,-5477.523971,6957.935855,-76456.330700
14068.409606,-3108.864956,4145.153275,-77682.083497
14068.412620,-148.041188,6809.894666,-72319.415011
14068.415635,-1776.494261,9770.718434,-70327.566716
14068.418650,-444.123565,4145.153275,-77069.207099
14068.421665,148.041188,5477.523971,-80286.808190
14068.424680,5181.441594,7254.018232,-75690.235202
14068.427695,7254.018232,2812.782580,-73851.606007
14068.430710,-5625.565159,-1332.370696,-77682.083497
14068.433725,-888.247130,-2516.700203,-74617.701505
14068.436740,10955.047942,-148.041188,-72166.195912
14068.439755,-888.247130,9178.553681,-69561.471218
14068.442770,-592.164754,5625.565159,-74004.825107
14068.445785,-3849.070898,296.082377,-79980.369991
14068.448800,-3997.112087,0.000000,-77528.864398
