#time,accel_x,accel_y,accel_z
10822.897423,-17320.819043,16876.695478,-52094.493864
10822.900597,-7254.018232,2812.782580,-66343.870127
10822.903805,1184.329507,5181.441594,-83810.847481
10822.907012,-3997.112087,-3256.906145,-96681.251848
10822.910219,3552.988522,1036.288319,-93616.869856
10822.913426,-3108.864956,-1036.288319,-88254.201370
10822.916633,-10510.924376,7550.100608,-65271.336430
10822.919840,-5625.565159,6069.688724,-56997.505051
10822.923047,-3997.112087,-1776.494261,-67109.965625
10822.926254,-7550.100608,3997.112087,-84423.723880
10822.929462,4737.318029,4145.153275,-90399.268764
10822.932669,-8586.388927,-2960.823768,-92391.117059
10822.935876,-14063.912898,7550.100608,-69561.471218
10822.939083,-6809.894666,4293.194464,-59449.010645
10822.942290,296.082377,2812.782580,-65424.555529
10822.945497,-444.123565,444.123565,-86262.353075
10822.948704,-9178.553681,-1924.535449,-92237.897959
10822.951911,-6217.729913,1332.370696,-91012.145162
10822.955118,-7105.977043,3552.988522,-68948.594820
10822.958326,11103.089130,12879.583391,-61440.858940
10822.961533,-7550.100608,2220.617826,-85802.695776
10822.964740,-10214.842000,7254.018232,-76915.987999
10822.967947,15396.283594,-2516.700203,-97907.004644
10822.971154,-3108.864956,-3552.988522,-89326.735067
10822.974361,-29608.237680,-2960.823768,-59449.010645
10822.977568,-18061.024985,17468.860231,-11031.775171
10822.980775,-9326.594869,43672.150578,-18999.168350
10822.983982,11103.089130,32569.061448,-36619.364804
10822.987190,17320.819043,-23538.548956,-178347.031934
10822.990397,-592.164754,-6957.935855,-169919.981456
10822.993604,7105.977043,4145.153275,-49489.769171
10822.996811,-4145.153275,30348.443622,18079.853753
10823.000018,-10807.006753,7402.059420,-45046.415282
10823.003225,-4589.276840,4293.194464,-94689.403553
10823.006424,-11547.212695,-5033.400406,-87488.105872
10823.009623,-9178.553681,888.247130,-82738.313784
10823.012823,4441.235652,14359.995275,-81665.780087
10823.016022,12731.542202,14656.077652,-100358.510238
10823.019221,-4885.359217,6957.935855,-98979.538342
10823.022420,5773.606348,-1628.453072,-79673.931792
10823.025619,3849.070898,7550.100608,-74617.701505
10823.028818,1184.329507,16284.530724,-48876.892772
10823.032017,11547.212695,5181.441594,-69867.909418
10823.035216,-11991.336260,-592.164754,-94536.184453
10823.038416,740.205942,11547.212695,-77222.426198
10823.041615,-1036.288319,6365.771101,-62819.830836
10823.044814,-8586.388927,13175.665768,-43820.662486
10823.048013,8734.430116,10807.006753,-71553.319513
10823.051212,3849.070898,-7698.141797,-106487.274222
10823.054411,888.247130,7254.018232,-92850.774358
10823.057610,-4145.153275,5921.647536,-99745.633840
10823.060809,-8882.471304,17912.983796,-50868.741067
10823.064009,8586.388927,16284.530724,-50562.302868
10823.067208,-1776.494261,-2220.617826,-80133.589091
10823.070407,-16432.571912,-8586.388927,-95302.279951
10823.073606,-8438.347739,15544.324782,-56997.505051
10823.076805,20429.683999,34641.638086,-58529.696047
10823.080004,26499.372724,7698.141797,-99592.414740
10823.083203,1628.453072,-25167.002028,-179266.346532
10823.086402,-6365.771101,-15396.283594,-101737.482134
10823.089602,-15100.201217,18209.066173,18845.949251
10823.092801,-18653.189738,38194.626607,7507.735880
10823.096000,1332.370696,-17468.860231,-120889.869584
10823.099199,-1184.329507,-6661.853478,-115373.981999
10823.102398,-5329.482782,-10214.842000,-138203.627839
10823.105597,3552.988522,2516.700203,-92237.897959
10823.108790,1776.494261,17468.860231,-57457.162350
10823.111983,-1776.494261,8586.388927,-57763.600549
10823.115176,-6217.729913,1332.370696,-65271.336430
10823.118369,-7402.059420,296.082377,-63432.707234
10823.121562,-14952.160028,11843.295072,-60061.887043
10823.124755,-3849.070898,9474.636058,-74158.044206
10823.127948,2960.823768,2812.782580,-91165.364262
10823.131141,-3701.029710,-2960.823768,-97600.566445
10823.134334,7550.100608,-1628.453072,-108172.684318
10823.137527,-6957.935855,2812.782580,-90858.926063
10823.140720,-11991.336260,6809.894666,-58070.038748
10823.143913,-3404.947333,6661.853478,-53933.123059
10823.147106,-16876.695478,-1924.535449,-66803.527426
10823.150299,-9474.636058,9918.759623,-51941.274764
10823.153492,-7402.059420,-4441.235652,-71706.538613
10823.156685,-16432.571912,2664.741391,-73085.510509
10823.159878,15248.242405,3849.070898,-90705.706963
10823.163071,12139.377449,-7105.977043,-102963.234931
10823.166264,-33161.226202,-3701.029710,-77222.426198
10823.169457,-27831.743419,-13323.706956,-73698.386908
10823.172650,-21465.972318,25907.207970,27426.218828
10823.175843,-3849.070898,41303.491564,1378.971896
10823.179036,15840.407159,-14211.954086,-149541.841210
10823.182229,3701.029710,-13619.789333,-183862.919520
10823.185422,10510.924376,7402.059420,-79367.493593
10823.188615,14211.954086,27535.661042,-62666.611736
10823.191808,9622.677246,13915.871710,-32022.791816
10823.195001,-11991.336260,6069.688724,-51634.836565
10823.198194,-7254.018232,296.082377,-70174.347617
10823.201387,-7698.141797,1184.329507,-75077.358804
10823.204580,-740.205942,13175.665768,-83964.066581
10823.207773,9178.553681,5921.647536,-81359.341888
10823.210961,444.123565,5329.482782,-101124.605736
10823.214149,-1480.411884,2960.823768,-96987.690047
10823.217338,-1036.288319,5329.482782,-77835.302597
10823.220526,-740.205942,15396.283594,-58682.915147
10823.223715,8586.388927,19689.478057,-52707.370262
10823.226903,0.000000,9178.553681,-74311.263306
10823.230091,-13027.624579,3552.988522,-90246.049664
10823.233280,-1036.288319,-2072.576638,-81359.341888
10823.236468,444.123565,10955.047942,-58682.915147
10823.239657,-2368.659014,17172.777854,-52860.589362
10823.242845,-1036.288319,23982.672521,-59142.572446
10823.246034,7402.059420,2368.659014,-97140.909146
10823.249222,-10362.883188,-1628.453072,-104342.206828
10823.252410,19245.354492,12583.501014,-73085.510509
10823.255599,5329.482782,5477.523971,-62819.830836
10823.258787,-18357.107362,-444.123565,-75537.016103
10823.261976,-8290.306550,-17320.819043,-83044.751983
10823.265164,-44708.438897,13175.665768,-18079.853753
10823.268352,14359.995275,42339.779882,-5209.449386
10823.271541,16728.654289,-10658.965565,-140501.914333
10823.274729,0.000000,-22798.343014,-196733.323886
10823.277918,1184.329507,-15248.242405,-178959.908333
10823.281106,-3849.070898,15248.242405,-54392.780358
10823.284295,-2368.659014,18505.148550,-612.876398
10823.287483,-12139.377449,8438.347739,-43054.566988
10823.290671,-11399.171507,-6069.688724,-104188.987728
10823.293860,-8734.430116,-9326.594869,-108479.122517
10823.297048,-8438.347739,-2072.576638,-89326.735067
10823.300237,740.205942,10658.965565,-70174.347617
10823.303425,296.082377,8882.471304,-83197.971083
10823.306613,-296.082377,6809.894666,-91012.145162
10823.309802,1036.288319,-4293.194464,-86568.791274
10823.312981,-13175.665768,11547.212695,-57457.162350
10823.316166,-592.164754,9474.636058,-51788.055665
10823.319351,-2960.823768,3997.112087,-56997.505051
10823.322536,-19985.560434,0.000000,-81665.780087
10823.325722,4441.235652,-2368.659014,-91471.802461
10823.328907,-2516.700203,4737.318029,-77375.645298
10823.332092,1184.329507,5921.647536,-70634.004916
10823.335277,-7846.182985,7846.182985,-77528.864398
10823.338462,2960.823768,4589.276840,-82125.437386
10823.341648,-17468.860231,-7550.100608,-78754.617194
10823.344833,-7550.100608,13471.748144,-54086.342159
10823.348018,13619.789333,10807.006753,-77988.521696
10823.351203,24722.878463,28275.866984,-84883.381178
10823.354388,38046.585419,-7254.018232,-151993.346803
10823.357574,-31680.814318,-20725.766376,-120583.431385
10823.360759,-16136.489536,29904.320057,18539.511052
10823.363944,-1628.453072,30200.402434,14249.376263
10823.367129,-8290.306550,-5625.565159,-106640.493322
10823.370314,1036.288319,-2812.782580,-123341.375178
10823.373500,5477.523971,-4885.359217,-145558.144620
10823.376685,4737.318029,22946.384202,-87947.763170
10823.379870,18505.148550,18653.189738,-68182.499322
10823.383055,-444.123565,4737.318029,-60215.106143
10823.386240,-9918.759623,740.205942,-61900.516238
10823.389425,-9622.677246,5033.400406,-57150.724151
10823.392611,3108.864956,15692.365970,-46272.168079
10823.395796,-2960.823768,5181.441594,-69408.252119
10823.398981,-2664.741391,2812.782580,-94842.622652
10823.402166,6957.935855,4293.194464,-106027.616923
10823.405351,1480.411884,11399.171507,-79673.931792
10823.408537,592.164754,9326.594869,-74158.044206
10823.411722,-3552.988522,11251.130318,-62360.173537
10823.414905,-3701.029710,16580.613101,-60061.887043
10823.418088,1036.288319,5033.400406,-79673.931792
10823.421271,-5625.565159,2516.700203,-82585.094684
10823.424454,-18801.230927,2368.659014,-74004.825107
10823.427638,10066.800811,17172.777854,-56691.066852
10823.430821,-4145.153275,888.247130,-78754.617194
10823.434004,-14211.954086,8734.430116,-87947.763170
10823.437187,12879.583391,10214.842000,-79367.493593
10823.440370,6365.771101,10807.006753,-80899.684589
10823.443553,7254.018232,-148.041188,-107559.807919
10823.446736,-8142.265362,-25907.207970,-110317.751712
10823.449919,-46484.933158,15396.283594,-3983.696590
10823.453103,-8290.306550,39675.038491,21297.454844
10823.456286,4293.194464,-888.247130,-97447.347346
10823.459469,8142.265362,-24722.878463,-186927.301512
10823.462652,-7105.977043,-20577.725188,-166089.503966
10823.465835,-6513.812290,14063.912898,-71093.662214
10823.469018,5477.523971,19837.519246,-28192.314326
10823.472201,-8586.388927,3404.947333,-48417.235474
10823.475384,-4145.153275,-8586.388927,-85955.914876
10823.478568,-11843.295072,-1924.535449,-82585.094684
10823.481751,-10807.006753,8142.265362,-67109.965625
10823.484934,-2664.741391,3849.070898,-62819.830836
10823.488117,-9474.636058,9326.594869,-70174.347617
10823.491300,-5773.606348,-2220.617826,-92544.336158
10823.494483,-11991.336260,-1628.453072,-92084.678860
10823.497666,-12583.501014,-3256.906145,-80593.246390
10823.500849,-1332.370696,6661.853478,-62360.173537
10823.504033,-1036.288319,9326.594869,-70634.004916
10823.507216,-11399.171507,-3404.947333,-91931.459760
10823.510399,-296.082377,5033.400406,-82585.094684
10823.513582,-9326.594869,4885.359217,-72472.634111
10823.516802,-10066.800811,10510.924376,-59602.229744
10823.520021,7105.977043,-6809.894666,-72166.195912
10823.523241,-24426.796086,-6513.812290,-70480.785816
10823.526461,-13915.871710,14508.036463,-61594.078039
10823.529681,20873.807564,34789.679274,-73238.729609
10823.532900,42635.862259,36418.132346,-73391.948708
10823.536120,29312.155303,-15100.201217,-172371.487050
10823.539340,-9622.677246,-19097.313304,-134986.026748
10823.542560,-1184.329507,14804.118840,-2604.724693
10823.545780,-15692.365970,32865.143825,26047.246932
10823.548999,-7254.018232,7994.224174,-79061.055394
10823.552219,-11251.130318,-5181.441594,-93310.431656
10823.555439,-5921.647536,-1036.288319,-119970.554987
10823.558659,6513.812290,4737.318029,-107866.246118
10823.561878,6809.894666,18949.272115,-76149.892501
10823.565098,2220.617826,10510.924376,-75077.358804
